game_id,season,week,team,def_value_pre,def_value_post
1999_01_ARI_PHI,1999,1,ARI,0.0,0.635
1999_02_ARI_MIA,1999,2,ARI,0.635,0.221
1999_03_SF_ARI,1999,3,ARI,0.221,0.299
1999_04_ARI_DAL,1999,4,ARI,0.299,-1.706
1999_05_NYG_ARI,1999,5,ARI,-1.706,-1.535
1999_06_WAS_ARI,1999,6,ARI,-1.535,-1.526
1999_08_NE_ARI,1999,8,ARI,-1.526,-2.731
1999_09_ARI_NYJ,1999,9,ARI,-2.731,-3.721
1999_10_DET_ARI,1999,10,ARI,-3.721,-5.636
1999_11_DAL_ARI,1999,11,ARI,-5.636,-5.641
1999_12_ARI_NYG,1999,12,ARI,-5.641,-5.332
1999_13_PHI_ARI,1999,13,ARI,-5.332,-6.846
1999_14_ARI_WAS,1999,14,ARI,-6.846,-5.931
1999_15_BUF_ARI,1999,15,ARI,-5.931,-6.316
1999_16_ARI_ATL,1999,16,ARI,-6.316,-7.938
1999_17_ARI_GB,1999,17,ARI,-7.938,-9.492
2000_01_ARI_NYG,2000,1,ARI,-6.084,-5.686
2000_02_DAL_ARI,2000,2,ARI,-5.686,-8.549
2000_04_GB_ARI,2000,4,ARI,-8.549,-10.162
2000_05_ARI_SF,2000,5,ARI,-10.162,-10.87
2000_06_CLE_ARI,2000,6,ARI,-10.87,-10.934
2000_07_PHI_ARI,2000,7,ARI,-10.934,-12.304
2000_08_ARI_DAL,2000,8,ARI,-12.304,-13.142
2000_09_NO_ARI,2000,9,ARI,-13.142,-12.546
2000_10_WAS_ARI,2000,10,ARI,-12.546,-10.915
2000_11_ARI_MIN,2000,11,ARI,-10.915,-13.343
2000_12_ARI_PHI,2000,12,ARI,-13.343,-14.141
2000_13_NYG_ARI,2000,13,ARI,-14.141,-14.658
2000_14_ARI_CIN,2000,14,ARI,-14.658,-14.122
2000_15_ARI_JAX,2000,15,ARI,-14.122,-15.838
2000_16_BAL_ARI,2000,16,ARI,-15.838,-13.316
2000_17_ARI_WAS,2000,17,ARI,-13.316,-12.184
2001_02_DEN_ARI,2001,2,ARI,-7.81,-8.907
2001_03_ATL_ARI,2001,3,ARI,-8.907,-11.551
2001_04_ARI_PHI,2001,4,ARI,-11.551,-12.381
2001_05_ARI_CHI,2001,5,ARI,-12.381,-11.291
2001_06_KC_ARI,2001,6,ARI,-11.291,-11.399
2001_07_ARI_DAL,2001,7,ARI,-11.399,-10.616
2001_08_PHI_ARI,2001,8,ARI,-10.616,-10.682
2001_09_NYG_ARI,2001,9,ARI,-10.682,-9.574
2001_10_DET_ARI,2001,10,ARI,-9.574,-11.325
2001_11_ARI_LAC,2001,11,ARI,-11.325,-14.22
2001_12_ARI_OAK,2001,12,ARI,-14.22,-14.755
2001_13_WAS_ARI,2001,13,ARI,-14.755,-15.644
2001_14_ARI_NYG,2001,14,ARI,-15.644,-15.516
2001_15_DAL_ARI,2001,15,ARI,-15.516,-15.047
2001_16_ARI_CAR,2001,16,ARI,-15.047,-15.47
2001_17_ARI_WAS,2001,17,ARI,-15.47,-15.13
2002_01_ARI_WAS,2002,1,ARI,-9.698,-11.909
2002_02_ARI_SEA,2002,2,ARI,-11.909,-13.474
2002_03_LAC_ARI,2002,3,ARI,-13.474,-12.605
2002_04_NYG_ARI,2002,4,ARI,-12.605,-10.996
2002_05_ARI_CAR,2002,5,ARI,-10.996,-10.427
2002_07_DAL_ARI,2002,7,ARI,-10.427,-8.616
2002_08_ARI_SF,2002,8,ARI,-8.616,-10.053
2002_09_LAR_ARI,2002,9,ARI,-10.053,-10.249
2002_10_SEA_ARI,2002,10,ARI,-10.249,-11.775
2002_11_ARI_PHI,2002,11,ARI,-11.775,-12.939
2002_12_OAK_ARI,2002,12,ARI,-12.939,-12.871
2002_13_ARI_KC,2002,13,ARI,-12.871,-13.539
2002_14_DET_ARI,2002,14,ARI,-13.539,-13.786
2002_15_ARI_LAR,2002,15,ARI,-13.786,-13.678
2002_16_SF_ARI,2002,16,ARI,-13.678,-12.546
2002_17_ARI_DEN,2002,17,ARI,-12.546,-13.427
2003_01_ARI_DET,2003,1,ARI,-8.606,-10.494
2003_02_SEA_ARI,2003,2,ARI,-10.494,-10.722
2003_03_GB_ARI,2003,3,ARI,-10.722,-11.446
2003_04_ARI_LAR,2003,4,ARI,-11.446,-12.695
2003_05_ARI_DAL,2003,5,ARI,-12.695,-13.832
2003_06_BAL_ARI,2003,6,ARI,-13.832,-13.042
2003_08_SF_ARI,2003,8,ARI,-13.042,-12.815
2003_09_CIN_ARI,2003,9,ARI,-12.815,-11.357
2003_10_ARI_PIT,2003,10,ARI,-11.357,-11.899
2003_11_ARI_CLE,2003,11,ARI,-11.899,-15.953
2003_12_LAR_ARI,2003,12,ARI,-15.953,-14.364
2003_13_ARI_CHI,2003,13,ARI,-14.364,-16.049
2003_14_ARI_SF,2003,14,ARI,-16.049,-19.681
2003_15_CAR_ARI,2003,15,ARI,-19.681,-19.679
2003_16_ARI_SEA,2003,16,ARI,-19.679,-18.316
2003_17_MIN_ARI,2003,17,ARI,-18.316,-17.512
2004_01_ARI_LAR,2004,1,ARI,-11.225,-12.104
2004_02_NE_ARI,2004,2,ARI,-12.104,-10.743
2004_03_ARI_ATL,2004,3,ARI,-10.743,-8.617
2004_04_NO_ARI,2004,4,ARI,-8.617,-8.462
2004_05_ARI_SF,2004,5,ARI,-8.462,-10.413
2004_07_SEA_ARI,2004,7,ARI,-10.413,-6.922
2004_08_ARI_BUF,2004,8,ARI,-6.922,-7.571
2004_09_ARI_MIA,2004,9,ARI,-7.571,-7.582
2004_10_NYG_ARI,2004,10,ARI,-7.582,-6.972
2004_11_ARI_CAR,2004,11,ARI,-6.972,-6.587
2004_12_NYJ_ARI,2004,12,ARI,-6.587,-7.195
2004_13_ARI_DET,2004,13,ARI,-7.195,-7.061
2004_14_SF_ARI,2004,14,ARI,-7.061,-8.705
2004_15_LAR_ARI,2004,15,ARI,-8.705,-6.587
2004_16_ARI_SEA,2004,16,ARI,-6.587,-4.999
2004_17_TB_ARI,2004,17,ARI,-4.999,-3.688
2005_01_ARI_NYG,2005,1,ARI,-2.364,-1.284
2005_02_LAR_ARI,2005,2,ARI,-1.284,-0.145
2005_03_ARI_SEA,2005,3,ARI,-0.145,-0.689
2005_04_SF_ARI,2005,4,ARI,-0.689,0.639
2005_05_CAR_ARI,2005,5,ARI,0.639,-0.3
2005_07_TEN_ARI,2005,7,ARI,-0.3,0.553
2005_08_ARI_DAL,2005,8,ARI,0.553,-0.114
2005_09_SEA_ARI,2005,9,ARI,-0.114,-0.482
2005_10_ARI_DET,2005,10,ARI,-0.482,-3.242
2005_11_ARI_LAR,2005,11,ARI,-3.242,-3.833
2005_12_JAX_ARI,2005,12,ARI,-3.833,-2.771
2005_13_ARI_SF,2005,13,ARI,-2.771,-2.145
2005_14_WAS_ARI,2005,14,ARI,-2.145,-0.407
2005_15_ARI_HOU,2005,15,ARI,-0.407,0.022
2005_16_PHI_ARI,2005,16,ARI,0.022,-0.367
2005_17_ARI_IND,2005,17,ARI,-0.367,-1.466
2006_01_SF_ARI,2006,1,ARI,-0.94,-3.034
2006_02_ARI_SEA,2006,2,ARI,-3.034,-0.73
2006_03_LAR_ARI,2006,3,ARI,-0.73,-2.142
2006_04_ARI_ATL,2006,4,ARI,-2.142,-2.576
2006_05_KC_ARI,2006,5,ARI,-2.576,-4.374
2006_06_CHI_ARI,2006,6,ARI,-4.374,0.034
2006_07_ARI_OAK,2006,7,ARI,0.034,-0.192
2006_08_ARI_GB,2006,8,ARI,-0.192,-1.17
2006_10_DAL_ARI,2006,10,ARI,-1.17,-4.155
2006_11_DET_ARI,2006,11,ARI,-4.155,-2.909
2006_12_ARI_MIN,2006,12,ARI,-2.909,-5.146
2006_13_ARI_LAR,2006,13,ARI,-5.146,-4.025
2006_14_SEA_ARI,2006,14,ARI,-4.025,-5.94
2006_15_DEN_ARI,2006,15,ARI,-5.94,-7.304
2006_16_ARI_SF,2006,16,ARI,-7.304,-6.253
2006_17_ARI_LAC,2006,17,ARI,-6.253,-7.048
2007_01_ARI_SF,2007,1,ARI,-4.518,-4.261
2007_02_SEA_ARI,2007,2,ARI,-4.261,-5.198
2007_03_ARI_BAL,2007,3,ARI,-5.198,-5.764
2007_04_PIT_ARI,2007,4,ARI,-5.764,-4.862
2007_05_ARI_LAR,2007,5,ARI,-4.862,-4.628
2007_06_CAR_ARI,2007,6,ARI,-4.628,-5.104
2007_07_ARI_WAS,2007,7,ARI,-5.104,-3.947
2007_09_ARI_TB,2007,9,ARI,-3.947,-3.633
2007_10_DET_ARI,2007,10,ARI,-3.633,-3.841
2007_11_ARI_CIN,2007,11,ARI,-3.841,-3.426
2007_12_SF_ARI,2007,12,ARI,-3.426,-5.063
2007_13_CLE_ARI,2007,13,ARI,-5.063,-4.859
2007_14_ARI_SEA,2007,14,ARI,-4.859,-6.893
2007_15_ARI_NO,2007,15,ARI,-6.893,-8.055
2007_16_ATL_ARI,2007,16,ARI,-8.055,-9.695
2007_17_LAR_ARI,2007,17,ARI,-9.695,-8.151
2008_01_ARI_SF,2008,1,ARI,-5.225,-4.964
2008_02_MIA_ARI,2008,2,ARI,-4.964,-3.635
2008_03_ARI_WAS,2008,3,ARI,-3.635,-4.871
2008_04_ARI_NYJ,2008,4,ARI,-4.871,-7.14
2008_05_BUF_ARI,2008,5,ARI,-7.14,-6.22
2008_06_DAL_ARI,2008,6,ARI,-6.22,-7.01
2008_08_ARI_CAR,2008,8,ARI,-7.01,-8.082
2008_09_ARI_LAR,2008,9,ARI,-8.082,-7.779
2008_10_SF_ARI,2008,10,ARI,-7.779,-7.99
2008_11_ARI_SEA,2008,11,ARI,-7.99,-6.399
2008_12_NYG_ARI,2008,12,ARI,-6.399,-8.327
2008_13_ARI_PHI,2008,13,ARI,-8.327,-10.727
2008_14_LAR_ARI,2008,14,ARI,-10.727,-11.101
2008_15_MIN_ARI,2008,15,ARI,-11.101,-11.87
2008_16_ARI_NE,2008,16,ARI,-11.87,-13.915
2008_17_SEA_ARI,2008,17,ARI,-13.915,-13.645
2008_18_ATL_ARI,2008,18,ARI,-13.645,-12.474
2008_19_ARI_CAR,2008,19,ARI,-12.474,-9.021
2008_20_PHI_ARI,2008,20,ARI,-9.021,-10.341
2008_21_PIT_ARI,2008,21,ARI,-10.341,-10.344
2009_01_SF_ARI,2009,1,ARI,-6.631,-6.064
2009_02_ARI_JAX,2009,2,ARI,-6.064,-5.845
2009_03_IND_ARI,2009,3,ARI,-5.845,-7.62
2009_05_HOU_ARI,2009,5,ARI,-7.62,-9.456
2009_06_ARI_SEA,2009,6,ARI,-9.456,-5.578
2009_07_ARI_NYG,2009,7,ARI,-5.578,-3.116
2009_08_CAR_ARI,2009,8,ARI,-3.116,-2.953
2009_09_ARI_CHI,2009,9,ARI,-2.953,-4.027
2009_10_SEA_ARI,2009,10,ARI,-4.027,-2.548
2009_11_ARI_LAR,2009,11,ARI,-2.548,-1.625
2009_12_ARI_TEN,2009,12,ARI,-1.625,-2.653
2009_13_MIN_ARI,2009,13,ARI,-2.653,-1.696
2009_14_ARI_SF,2009,14,ARI,-1.696,-0.999
2009_15_ARI_DET,2009,15,ARI,-0.999,0.558
2009_16_LAR_ARI,2009,16,ARI,0.558,1.6
2009_17_GB_ARI,2009,17,ARI,1.6,0.324
2009_18_GB_ARI,2009,18,ARI,0.324,-1.291
2009_19_ARI_NO,2009,19,ARI,-1.291,-1.901
2010_01_ARI_LAR,2010,1,ARI,-1.219,-0.137
2010_02_ARI_ATL,2010,2,ARI,-0.137,-1.646
2010_03_OAK_ARI,2010,3,ARI,-1.646,-1.339
2010_04_ARI_LAC,2010,4,ARI,-1.339,-2.052
2010_05_NO_ARI,2010,5,ARI,-2.052,-0.568
2010_07_ARI_SEA,2010,7,ARI,-0.568,0.277
2010_08_TB_ARI,2010,8,ARI,0.277,-1.318
2010_09_ARI_MIN,2010,9,ARI,-1.318,-3.375
2010_10_SEA_ARI,2010,10,ARI,-3.375,-5.313
2010_11_ARI_KC,2010,11,ARI,-5.313,-6.375
2010_12_SF_ARI,2010,12,ARI,-6.375,-5.593
2010_13_LAR_ARI,2010,13,ARI,-5.593,-4.423
2010_14_DEN_ARI,2010,14,ARI,-4.423,-1.304
2010_15_ARI_CAR,2010,15,ARI,-1.304,-2.402
2010_16_DAL_ARI,2010,16,ARI,-2.402,0.102
2010_17_ARI_SF,2010,17,ARI,0.102,-0.854
2011_01_CAR_ARI,2011,1,ARI,-0.548,-2.579
2011_02_ARI_WAS,2011,2,ARI,-2.579,-2.878
2011_03_ARI_SEA,2011,3,ARI,-2.878,-2.57
2011_04_NYG_ARI,2011,4,ARI,-2.57,-4.118
2011_05_ARI_MIN,2011,5,ARI,-4.118,-3.704
2011_07_PIT_ARI,2011,7,ARI,-3.704,-5.673
2011_08_ARI_BAL,2011,8,ARI,-5.673,-5.718
2011_09_LAR_ARI,2011,9,ARI,-5.718,-5.099
2011_10_ARI_PHI,2011,10,ARI,-5.099,-3.06
2011_11_ARI_SF,2011,11,ARI,-3.06,-3.894
2011_12_ARI_LAR,2011,12,ARI,-3.894,-4.278
2011_13_DAL_ARI,2011,13,ARI,-4.278,-3.64
2011_14_SF_ARI,2011,14,ARI,-3.64,-1.428
2011_15_CLE_ARI,2011,15,ARI,-1.428,-1.933
2011_16_ARI_CIN,2011,16,ARI,-1.933,-2.87
2011_17_SEA_ARI,2011,17,ARI,-2.87,-2.268
2012_01_SEA_ARI,2012,1,ARI,-1.454,-0.669
2012_02_ARI_NE,2012,2,ARI,-0.669,0.679
2012_03_PHI_ARI,2012,3,ARI,0.679,3.03
2012_04_MIA_ARI,2012,4,ARI,3.03,2.365
2012_05_ARI_LAR,2012,5,ARI,2.365,2.866
2012_06_BUF_ARI,2012,6,ARI,2.866,3.795
2012_07_ARI_MIN,2012,7,ARI,3.795,6.378
2012_08_SF_ARI,2012,8,ARI,6.378,4.691
2012_09_ARI_GB,2012,9,ARI,4.691,4.752
2012_11_ARI_ATL,2012,11,ARI,4.752,7.66
2012_12_LAR_ARI,2012,12,ARI,7.66,7.561
2012_13_ARI_NYJ,2012,13,ARI,7.561,10.175
2012_14_ARI_SEA,2012,14,ARI,10.175,10.563
2012_15_DET_ARI,2012,15,ARI,10.563,13.425
2012_16_CHI_ARI,2012,16,ARI,13.425,13.171
2012_17_ARI_SF,2012,17,ARI,13.171,11.697
2013_01_ARI_LAR,2013,1,ARI,7.498,5.491
2013_02_DET_ARI,2013,2,ARI,5.491,4.412
2013_03_ARI_NO,2013,3,ARI,4.412,3.548
2013_04_ARI_TB,2013,4,ARI,3.548,4.419
2013_05_CAR_ARI,2013,5,ARI,4.419,7.499
2013_06_ARI_SF,2013,6,ARI,7.499,7.265
2013_07_SEA_ARI,2013,7,ARI,7.265,6.368
2013_08_ATL_ARI,2013,8,ARI,6.368,9.424
2013_10_HOU_ARI,2013,10,ARI,9.424,8.511
2013_11_ARI_JAX,2013,11,ARI,8.511,7.985
2013_12_IND_ARI,2013,12,ARI,7.985,8.404
2013_13_ARI_PHI,2013,13,ARI,8.404,8.112
2013_14_LAR_ARI,2013,14,ARI,8.112,9.334
2013_15_ARI_TEN,2013,15,ARI,9.334,7.141
2013_16_ARI_SEA,2013,16,ARI,7.141,9.503
2013_17_SF_ARI,2013,17,ARI,9.503,7.872
2014_01_LAC_ARI,2014,1,ARI,5.046,4.967
2014_02_ARI_NYG,2014,2,ARI,4.967,4.439
2014_03_SF_ARI,2014,3,ARI,4.439,2.512
2014_05_ARI_DEN,2014,5,ARI,2.512,0.884
2014_06_WAS_ARI,2014,6,ARI,0.884,0.498
2014_07_ARI_OAK,2014,7,ARI,0.498,0.888
2014_08_PHI_ARI,2014,8,ARI,0.888,-0.249
2014_09_ARI_DAL,2014,9,ARI,-0.249,0.616
2014_10_LAR_ARI,2014,10,ARI,0.616,2.501
2014_11_DET_ARI,2014,11,ARI,2.501,4.279
2014_12_ARI_SEA,2014,12,ARI,4.279,4.506
2014_13_ARI_ATL,2014,13,ARI,4.506,2.887
2014_14_KC_ARI,2014,14,ARI,2.887,2.927
2014_15_ARI_LAR,2014,15,ARI,2.927,3.841
2014_16_SEA_ARI,2014,16,ARI,3.841,0.152
2014_17_ARI_SF,2014,17,ARI,0.152,-1.6
2014_18_ARI_CAR,2014,18,ARI,-1.6,-1.628
2015_01_NO_ARI,2015,1,ARI,-1.044,-0.529
2015_02_ARI_CHI,2015,2,ARI,-0.529,-0.536
2015_03_SF_ARI,2015,3,ARI,-0.536,2.38
2015_04_LAR_ARI,2015,4,ARI,2.38,1.581
2015_05_ARI_DET,2015,5,ARI,1.581,3.047
2015_06_ARI_PIT,2015,6,ARI,3.047,3.992
2015_07_BAL_ARI,2015,7,ARI,3.992,4.415
2015_08_ARI_CLE,2015,8,ARI,4.415,3.533
2015_10_ARI_SEA,2015,10,ARI,3.533,3.802
2015_11_CIN_ARI,2015,11,ARI,3.802,3.379
2015_12_ARI_SF,2015,12,ARI,3.379,1.531
2015_13_ARI_LAR,2015,13,ARI,1.531,2.97
2015_14_MIN_ARI,2015,14,ARI,2.97,1.467
2015_15_ARI_PHI,2015,15,ARI,1.467,0.415
2015_16_GB_ARI,2015,16,ARI,0.415,3.819
2015_17_SEA_ARI,2015,17,ARI,3.819,3.425
2015_19_GB_ARI,2015,19,ARI,3.425,3.048
2015_20_ARI_CAR,2015,20,ARI,3.048,0.705
2016_01_NE_ARI,2016,1,ARI,0.452,-1.142
2016_02_TB_ARI,2016,2,ARI,-1.142,2.018
2016_03_ARI_BUF,2016,3,ARI,2.018,2.799
2016_04_LAR_ARI,2016,4,ARI,2.799,1.272
2016_05_ARI_SF,2016,5,ARI,1.272,2.1
2016_06_NYJ_ARI,2016,6,ARI,2.1,3.079
2016_07_SEA_ARI,2016,7,ARI,3.079,3.549
2016_08_ARI_CAR,2016,8,ARI,3.549,3.739
2016_10_SF_ARI,2016,10,ARI,3.739,2.71
2016_11_ARI_MIN,2016,11,ARI,2.71,2.894
2016_12_ARI_ATL,2016,12,ARI,2.894,2.883
2016_13_WAS_ARI,2016,13,ARI,2.883,3.94
2016_14_ARI_MIA,2016,14,ARI,3.94,2.683
2016_15_NO_ARI,2016,15,ARI,2.683,0.649
2016_16_ARI_SEA,2016,16,ARI,0.649,-0.828
2016_17_ARI_LAR,2016,17,ARI,-0.828,0.915
2017_01_ARI_DET,2017,1,ARI,0.587,-1.414
2017_02_ARI_IND,2017,2,ARI,-1.414,0.024
2017_03_DAL_ARI,2017,3,ARI,0.024,-0.922
2017_04_SF_ARI,2017,4,ARI,-0.922,0.864
2017_05_ARI_PHI,2017,5,ARI,0.864,-1.174
2017_06_TB_ARI,2017,6,ARI,-1.174,0.311
2017_07_ARI_LAR,2017,7,ARI,0.311,-0.701
2017_09_ARI_SF,2017,9,ARI,-0.701,0.029
2017_10_SEA_ARI,2017,10,ARI,0.029,0.651
2017_11_ARI_HOU,2017,11,ARI,0.651,-0.985
2017_12_JAX_ARI,2017,12,ARI,-0.985,-1.4
2017_13_LAR_ARI,2017,13,ARI,-1.4,-1.682
2017_14_TEN_ARI,2017,14,ARI,-1.682,0.97
2017_15_ARI_WAS,2017,15,ARI,0.97,0.704
2017_16_NYG_ARI,2017,16,ARI,0.704,1.891
2017_17_ARI_SEA,2017,17,ARI,1.891,1.673
2018_01_WAS_ARI,2018,1,ARI,1.072,0.71
2018_02_ARI_LAR,2018,2,ARI,0.71,-0.178
2018_03_CHI_ARI,2018,3,ARI,-0.178,0.432
2018_04_SEA_ARI,2018,4,ARI,0.432,0.734
2018_05_ARI_SF,2018,5,ARI,0.734,-0.416
2018_06_ARI_MIN,2018,6,ARI,-0.416,0.294
2018_07_DEN_ARI,2018,7,ARI,0.294,1.322
2018_08_SF_ARI,2018,8,ARI,1.322,2.141
2018_10_ARI_KC,2018,10,ARI,2.141,2.658
2018_11_OAK_ARI,2018,11,ARI,2.658,3.133
2018_12_ARI_LAC,2018,12,ARI,3.133,1.773
2018_13_ARI_GB,2018,13,ARI,1.773,1.369
2018_14_DET_ARI,2018,14,ARI,1.369,2.131
2018_15_ARI_ATL,2018,15,ARI,2.131,1.671
2018_16_LAR_ARI,2018,16,ARI,1.671,0.822
2018_17_ARI_SEA,2018,17,ARI,0.822,3.922
2019_01_DET_ARI,2019,1,ARI,2.514,0.661
2019_02_ARI_BAL,2019,2,ARI,0.661,-2.183
2019_03_CAR_ARI,2019,3,ARI,-2.183,-4.521
2019_04_SEA_ARI,2019,4,ARI,-4.521,-3.715
2019_05_ARI_CIN,2019,5,ARI,-3.715,-5.26
2019_06_ATL_ARI,2019,6,ARI,-5.26,-7.54
2019_07_ARI_NYG,2019,7,ARI,-7.54,-5.738
2019_08_ARI_NO,2019,8,ARI,-5.738,-7.639
2019_09_SF_ARI,2019,9,ARI,-7.639,-10.316
2019_10_ARI_TB,2019,10,ARI,-10.316,-10.126
2019_11_ARI_SF,2019,11,ARI,-10.126,-12.488
2019_13_LAR_ARI,2019,13,ARI,-12.488,-15.033
2019_14_PIT_ARI,2019,14,ARI,-15.033,-15.253
2019_15_CLE_ARI,2019,15,ARI,-15.253,-15.752
2019_16_ARI_SEA,2019,16,ARI,-15.752,-12.771
2019_17_ARI_LAR,2019,17,ARI,-12.771,-13.992
2020_01_ARI_SF,2020,1,ARI,-8.969,-9.0
2020_02_WAS_ARI,2020,2,ARI,-9.0,-8.412
2020_03_DET_ARI,2020,3,ARI,-8.412,-8.256
2020_04_ARI_CAR,2020,4,ARI,-8.256,-10.135
2020_05_ARI_NYJ,2020,5,ARI,-10.135,-9.502
2020_06_ARI_DAL,2020,6,ARI,-9.502,-8.24
2020_07_SEA_ARI,2020,7,ARI,-8.24,-9.314
2020_09_MIA_ARI,2020,9,ARI,-9.314,-10.283
2020_10_BUF_ARI,2020,10,ARI,-10.283,-10.235
2020_11_ARI_SEA,2020,11,ARI,-10.235,-10.132
2020_12_ARI_NE,2020,12,ARI,-10.132,-6.847
2020_13_LAR_ARI,2020,13,ARI,-6.847,-8.928
2020_14_ARI_NYG,2020,14,ARI,-8.928,-6.122
2020_15_PHI_ARI,2020,15,ARI,-6.122,-7.847
2020_16_SF_ARI,2020,16,ARI,-7.847,-8.314
2020_17_ARI_LAR,2020,17,ARI,-8.314,-8.658
2021_01_ARI_TEN,2021,1,ARI,-5.55,-3.784
2021_02_MIN_ARI,2021,2,ARI,-3.784,-5.232
2021_03_ARI_JAX,2021,3,ARI,-5.232,-4.247
2021_04_ARI_LAR,2021,4,ARI,-4.247,-4.632
2021_05_SF_ARI,2021,5,ARI,-4.632,-4.047
2021_06_ARI_CLE,2021,6,ARI,-4.047,-3.139
2021_07_HOU_ARI,2021,7,ARI,-3.139,-2.728
2021_08_GB_ARI,2021,8,ARI,-2.728,-1.941
2021_09_ARI_SF,2021,9,ARI,-1.941,-2.077
2021_10_CAR_ARI,2021,10,ARI,-2.077,-2.682
2021_11_ARI_SEA,2021,11,ARI,-2.682,-0.63
2021_13_ARI_CHI,2021,13,ARI,-0.63,1.092
2021_14_LAR_ARI,2021,14,ARI,1.092,0.216
2021_15_ARI_DET,2021,15,ARI,0.216,-1.131
2021_16_IND_ARI,2021,16,ARI,-1.131,-1.485
2021_17_ARI_DAL,2021,17,ARI,-1.485,-2.04
2021_18_SEA_ARI,2021,18,ARI,-2.04,-2.645
2021_19_ARI_LAR,2021,19,ARI,-2.645,-3.781
2022_01_KC_ARI,2022,1,ARI,-2.424,-5.042
2022_02_ARI_OAK,2022,2,ARI,-5.042,-5.791
2022_03_LAR_ARI,2022,3,ARI,-5.791,-5.628
2022_04_ARI_CAR,2022,4,ARI,-5.628,-4.419
2022_05_PHI_ARI,2022,5,ARI,-4.419,-5.746
2022_06_ARI_SEA,2022,6,ARI,-5.746,-4.659
2022_07_NO_ARI,2022,7,ARI,-4.659,-6.369
2022_08_ARI_MIN,2022,8,ARI,-6.369,-6.97
2022_09_SEA_ARI,2022,9,ARI,-6.97,-8.024
2022_10_ARI_LAR,2022,10,ARI,-8.024,-7.816
2022_11_SF_ARI,2022,11,ARI,-7.816,-9.439
2022_12_LAC_ARI,2022,12,ARI,-9.439,-10.605
2022_14_NE_ARI,2022,14,ARI,-10.605,-9.789
2022_15_ARI_DEN,2022,15,ARI,-9.789,-8.691
2022_16_TB_ARI,2022,16,ARI,-8.691,-7.772
2022_17_ARI_ATL,2022,17,ARI,-7.772,-7.881
2022_18_ARI_SF,2022,18,ARI,-7.881,-8.081
2023_01_ARI_WAS,2023,1,ARI,-5.18,-4.367
2023_02_NYG_ARI,2023,2,ARI,-4.367,-6.413
2023_03_DAL_ARI,2023,3,ARI,-6.413,-5.606
2023_04_ARI_SF,2023,4,ARI,-5.606,-7.368
2023_05_CIN_ARI,2023,5,ARI,-7.368,-8.662
2023_06_ARI_LAR,2023,6,ARI,-8.662,-7.884
2023_07_ARI_SEA,2023,7,ARI,-7.884,-7.604
2023_08_BAL_ARI,2023,8,ARI,-7.604,-5.584
2023_09_ARI_CLE,2023,9,ARI,-5.584,-6.365
2023_10_ATL_ARI,2023,10,ARI,-6.365,-5.054
2023_11_ARI_HOU,2023,11,ARI,-5.054,-4.265
2023_12_LAR_ARI,2023,12,ARI,-4.265,-6.18
2023_13_ARI_PIT,2023,13,ARI,-6.18,-5.456
2023_15_SF_ARI,2023,15,ARI,-5.456,-6.499
2023_16_ARI_CHI,2023,16,ARI,-6.499,-7.699
2023_17_ARI_PHI,2023,17,ARI,-7.699,-7.546
2023_18_SEA_ARI,2023,18,ARI,-7.546,-7.929
2024_01_ARI_BUF,2024,1,ARI,-5.082,-6.588
2024_02_LAR_ARI,2024,2,ARI,-6.588,-4.889
2024_03_DET_ARI,2024,3,ARI,-4.889,-4.519
2024_04_WAS_ARI,2024,4,ARI,-4.519,-6.6
2024_05_ARI_SF,2024,5,ARI,-6.6,-5.068
2024_06_ARI_GB,2024,6,ARI,-5.068,-6.26
2024_07_LAC_ARI,2024,7,ARI,-6.26,-6.619
2024_08_ARI_MIA,2024,8,ARI,-6.619,-7.38
2024_09_CHI_ARI,2024,9,ARI,-7.38,-5.162
2024_10_NYJ_ARI,2024,10,ARI,-5.162,-3.274
2024_12_ARI_SEA,2024,12,ARI,-3.274,-1.937
2024_13_ARI_MIN,2024,13,ARI,-1.937,-1.942
2024_14_SEA_ARI,2024,14,ARI,-1.942,-3.023
2024_15_NE_ARI,2024,15,ARI,-3.023,-3.497
2024_16_ARI_CAR,2024,16,ARI,-3.497,-5.615
2024_17_ARI_LAR,2024,17,ARI,-5.615,-4.646
2024_18_SF_ARI,2024,18,ARI,-4.646,-5.821
2025_01_ARI_NO,2025,1,ARI,-3.732,-4.305
2025_02_CAR_ARI,2025,2,ARI,-4.305,-5.247
2025_03_ARI_SF,2025,3,ARI,-5.247,-5.508
2025_04_SEA_ARI,2025,4,ARI,-5.508,-5.696
2025_05_TEN_ARI,2025,5,ARI,-5.696,-4.711
2025_06_ARI_IND,2025,6,ARI,-4.711,-5.56
2025_07_GB_ARI,2025,7,ARI,-5.56,-5.235
1999_01_MIN_ATL,1999,1,ATL,0.0,-1.774
1999_02_ATL_DAL,1999,2,ATL,-1.774,0.22
1999_03_ATL_LAR,1999,3,ATL,0.22,-3.92
1999_04_BAL_ATL,1999,4,ATL,-3.92,-3.701
1999_05_ATL_NO,1999,5,ATL,-3.701,-4.453
1999_06_LAR_ATL,1999,6,ATL,-4.453,-4.036
1999_07_ATL_PIT,1999,7,ATL,-4.036,-4.964
1999_08_CAR_ATL,1999,8,ATL,-4.964,-3.407
1999_09_JAX_ATL,1999,9,ATL,-3.407,-4.577
1999_11_ATL_TB,1999,11,ATL,-4.577,-3.238
